Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
SRR15929659	0.229	0.00115	437.4	0.892	0.517	12.4	23.2	20056.0	434.0	0.411	0.108	3.14	4.53	1.36
SRR15929660	0.198	0.0015	550.0	0.914	0.539	15.8	29.9	19913.0	545.0	0.456	0.0857	3.40	4.90	1.48
SRR15929661	0.201	0.000956	439.6	0.892	0.486	11.6	19.1	20029.0	435.0	0.479	0.108	2.95	4.26	1.28
SRR15929662	0.213	0.000712	455.5	0.873	0.439	9.27	14.3	20036.0	426.0	0.630	0.127	2.66	3.84	1.15
SRR15929663	0.643	0.000223	268.0	0.566	0.268	2.82	4.48	20044.0	267.0	0.478	0.434	1.50	2.16	0.651
SRR15929664	0.151	0.00201	629.0	0.943	0.575	23.1	40.4	20140.0	623.0	0.494	0.0574	3.70	5.34	1.61
SRR15929665	0.316	0.000671	388.3	0.826	0.435	7.27	13.3	19848.0	385.0	0.433	0.174	2.59	3.74	1.12
SRR15929666	0.268	0.00143	515.4	0.900	0.537	14.4	28.5	19870.0	513.0	0.420	0.0999	3.35	4.83	1.45
SRR15929667	0.205	0.00187	604.6	0.926	0.566	19.2	37.5	20056.0	603.0	0.435	0.074	3.62	5.23	1.57
SRR15929668	0.201	0.00169	708.8	0.920	0.539	17.1	33.9	20044.0	688.0	0.543	0.0804	3.52	5.08	1.53
SRR15929670	0.121	0.0044	1079.0	0.956	0.642	36.6	88.5	20132.0	1077.0	0.379	0.0436	4.48	6.47	1.95
SRR15929671	0.129	0.00187	486.7	0.939	0.584	21.3	36.9	19760.0	484.0	0.394	0.0611	3.61	5.20	1.57
SRR15929672	0.0955	0.00264	730.3	0.959	0.606	31.7	53.0	20047.0	698.0	0.598	0.0407	3.97	5.73	1.72
SRR15929673	0.263	0.00177	921.6	0.900	0.525	15.0	35.5	20045.0	897.0	0.594	0.100	3.57	5.15	1.55
SRR15929674	0.290	0.00182	958.0	0.849	0.521	10.3	35.8	19648.0	956.0	0.323	0.151	3.58	5.16	1.55
SRR15929675	0.218	0.0033	1048.0	0.916	0.601	20.4	65.5	19875.0	1047.0	0.309	0.0836	4.18	6.03	1.82
SRR15929676	0.116	0.00319	717.1	0.965	0.633	37.6	64.1	20089.0	716.0	0.384	0.0354	4.16	6.00	1.81
SRR15929677	0.218	0.00174	487.6	0.928	0.575	19.6	34.9	20053.0	482.0	0.497	0.072	3.55	5.13	1.54
SRR15929678	0.302	0.000728	360.0	0.826	0.455	7.54	14.5	19884.0	358.0	0.343	0.174	2.67	3.86	1.16
SRR15929679	0.465	0.00032	189.5	0.734	0.355	4.51	6.41	20025.0	187.0	0.426	0.266	1.86	2.68	0.807
SRR15929680	0.185	0.00238	869.7	0.929	0.569	20.5	46.9	19705.0	867.0	0.438	0.0714	3.85	5.55	1.67
SRR15929681	0.112	0.00234	704.5	0.950	0.587	26.0	46.9	20029.0	701.0	0.412	0.0503	3.85	5.55	1.67
SRR15929682	0.103	0.00186	452.8	0.950	0.594	24.6	37.2	20015.0	440.0	0.447	0.0495	3.62	5.22	1.57
SRR15929683	0.265	0.0016	525.8	0.910	0.556	16.7	32.2	20082.0	515.0	0.576	0.0904	3.47	5.01	1.51
SRR15929684	0.139	0.00272	737.3	0.956	0.607	30.8	54.7	20143.0	733.0	0.471	0.0437	4.00	5.77	1.74
SRR15929685	0.234	0.000844	558.5	0.877	0.452	10.0	16.9	20027.0	522.0	0.637	0.123	2.83	4.08	1.23
SRR15929686	0.324	0.00101	639.1	0.846	0.466	8.95	20.2	20068.0	637.0	0.370	0.154	3.01	4.34	1.31
SRR15929687	0.226	0.00233	667.9	0.923	0.591	20.3	46.8	20076.0	667.0	0.320	0.0767	3.85	5.55	1.67
SRR15929688	0.556	0.000388	401.5	0.666	0.348	3.97	7.77	20031.0	363.0	0.651	0.334	2.05	2.96	0.891
SRR15929689	0.260	0.00178	711.8	0.898	0.543	14.6	35.3	19850.0	710.0	0.353	0.102	3.56	5.14	1.55
SRR15929690	0.162	0.00141	593.1	0.921	0.525	16.2	28.4	20058.0	585.0	0.556	0.0792	3.35	4.83	1.45
SRR15929691	0.326	0.000636	542.4	0.788	0.404	5.84	12.7	19906.0	540.0	0.294	0.212	2.54	3.66	1.10
SRR15929692	0.217	0.00194	994.0	0.883	0.531	12.8	39.0	20108.0	990.0	0.408	0.117	3.66	5.28	1.59
SRR15929693	0.364	0.000982	710.7	0.821	0.453	7.86	19.6	19965.0	708.0	0.429	0.179	2.98	4.29	1.29
SRR15929694	0.387	0.00132	979.0	0.833	0.477	9.39	26.7	20141.0	974.0	0.520	0.167	3.28	4.74	1.43
SRR15929695	0.496	0.000709	557.9	0.741	0.420	5.69	14.1	19967.0	552.0	0.459	0.259	2.65	3.82	1.15
SRR15929696	0.0889	0.00837	1062.6	0.982	0.737	88.2	169.2	20215.0	1057.0	0.418	0.0179	5.13	7.40	2.23
SRR15929697	0.206	0.000764	320.2	0.882	0.472	10.1	15.2	19858.0	317.0	0.453	0.118	2.72	3.92	1.18
SRR15929698	0.335	0.000354	211.9	0.775	0.365	5.04	7.04	19906.0	210.0	0.379	0.225	1.95	2.82	0.848
SRR15929699	0.143	0.0015	517.5	0.936	0.545	19.4	30.0	19989.0	511.0	0.535	0.0639	3.40	4.90	1.48
SRR15929700	0.559	0.000311	309.0	0.659	0.320	3.70	6.24	20035.0	305.0	0.464	0.341	1.83	2.64	0.795
SRR15929701	0.477	0.000664	560.8	0.749	0.410	5.71	13.4	20118.0	556.0	0.504	0.251	2.59	3.74	1.13
SRR15929702	0.286	0.000909	492.7	0.868	0.470	10.0	18.3	20122.0	486.0	0.532	0.132	2.91	4.19	1.26
SRR15929704	0.169	0.00127	438.8	0.922	0.531	15.9	25.3	19975.0	436.0	0.432	0.0784	3.23	4.66	1.40
SRR15929705	0.154	0.00264	538.8	0.943	0.633	25.9	52.9	20044.0	531.0	0.363	0.0574	3.97	5.73	1.72
SRR15929706	0.305	0.00136	363.7	0.889	0.561	13.8	27.1	19942.0	357.0	0.469	0.111	3.30	4.76	1.43
SRR15929708	0.466	0.000555	274.3	0.761	0.429	5.81	11.1	19970.0	272.0	0.451	0.239	2.41	3.47	1.04
SRR15929709	0.129	0.00156	340.7	0.946	0.590	22.0	30.9	19838.0	336.0	0.427	0.0542	3.43	4.95	1.49
SRR15929710	0.110	0.00401	1054.4	0.963	0.632	39.5	80.5	20053.0	1032.0	0.558	0.0367	4.39	6.33	1.91
SRR15929711	0.126	0.00455	1383.7	0.958	0.626	36.8	91.8	20192.0	1368.0	0.541	0.0423	4.52	6.52	1.96
SRR15929712	0.223	0.0011	530.3	0.905	0.494	13.2	22.0	20077.0	526.0	0.495	0.0953	3.09	4.46	1.34
SRR15929713	0.252	0.00243	1076.5	0.889	0.557	14.7	48.9	20100.0	1074.0	0.398	0.111	3.89	5.61	1.69
SRR15929714	0.451	0.000424	376.3	0.738	0.362	4.76	8.50	20063.0	370.0	0.515	0.262	2.14	3.09	0.929
SRR15929715	0.181	0.00138	685.2	0.905	0.508	13.7	27.4	19924.0	682.0	0.428	0.0949	3.31	4.78	1.44
SRR15929716	0.268	0.001	633.2	0.861	0.466	9.82	20.2	20091.0	632.0	0.427	0.139	3.00	4.33	1.30
SRR15929717	0.153	0.0011	363.7	0.913	0.525	14.0	21.9	19892.0	359.0	0.425	0.0867	3.09	4.45	1.34
SRR15929718	0.251	0.0024	881.3	0.919	0.572	20.1	48.0	20040.0	866.0	0.561	0.0806	3.87	5.58	1.68
SRR15929719	0.283	0.00128	517.8	0.890	0.519	12.9	25.6	19977.0	515.0	0.388	0.110	3.24	4.68	1.41
SRR15929720	0.112	0.00305	875.3	0.954	0.608	30.2	61.2	20090.0	872.0	0.428	0.0458	4.11	5.94	1.79
SRR15929721	0.170	0.00182	463.4	0.937	0.587	21.3	36.5	20073.0	461.0	0.426	0.0632	3.60	5.19	1.56
SRR15929722	0.161	0.00215	470.3	0.944	0.610	24.6	42.6	19835.0	467.0	0.391	0.0555	3.75	5.41	1.63
SRR15929723	0.361	0.000624	373.9	0.808	0.427	6.74	12.5	20020.0	371.0	0.462	0.192	2.52	3.64	1.10
SRR15929724	0.727	0.000253	459.3	0.466	0.266	2.37	5.08	20090.0	451.0	0.577	0.534	1.62	2.34	0.706
SRR15929725	0.521	0.000793	762.5	0.719	0.418	5.37	15.9	20043.0	751.0	0.516	0.281	2.77	3.99	1.20
SRR15929726	0.169	0.0024	711.1	0.924	0.589	19.8	47.6	19813.0	708.0	0.336	0.0762	3.86	5.57	1.68
SRR15929727	0.340	0.00087	623.7	0.843	0.445	8.55	17.5	20075.0	620.0	0.498	0.157	2.86	4.13	1.24
SRR15929728	0.162	0.00195	894.0	0.914	0.540	16.4	39.3	20111.0	891.0	0.428	0.0857	3.67	5.30	1.59
SRR15929729	0.514	0.000551	211.0	0.724	0.450	5.22	11.0	19966.0	206.0	0.353	0.276	2.40	3.46	1.04
SRR15929730	0.364	0.00109	587.6	0.848	0.484	9.85	21.8	20055.0	586.0	0.445	0.152	3.08	4.45	1.34
SRR15929731	0.334	0.000405	421.0	0.784	0.347	5.32	8.12	20050.0	416.0	0.537	0.216	2.09	3.02	0.910
SRR15929732	0.154	0.00423	939.0	0.961	0.650	40.2	85.1	20111.0	932.0	0.491	0.0393	4.44	6.41	1.93
SRR15929733	0.261	0.002	350.7	0.915	0.629	19.1	39.9	20010.0	350.0	0.251	0.0846	3.69	5.32	1.60
SRR15929734	0.120	0.00227	563.0	0.946	0.602	24.8	45.2	19965.0	560.0	0.362	0.0537	3.81	5.50	1.66
SRR15929735	0.559	0.000575	519.6	0.675	0.390	4.37	11.4	19900.0	518.0	0.337	0.325	2.44	3.52	1.06
SRR15929737	0.443	0.000687	423.0	0.778	0.433	6.35	13.7	19972.0	423.0	0.476	0.222	2.62	3.78	1.14
SRR15929738	0.426	0.000611	521.9	0.781	0.401	6.13	12.2	20051.0	518.0	0.499	0.219	2.50	3.61	1.09
SRR15929739	0.567	0.000641	840.6	0.668	0.380	4.31	12.9	20130.0	840.0	0.350	0.332	2.56	3.69	1.11
SRR15929740	0.347	0.000622	448.5	0.826	0.413	7.20	12.4	19952.0	444.0	0.479	0.174	2.52	3.63	1.09
SRR15929742	0.366	0.000973	922.0	0.788	0.436	6.59	19.5	20087.0	919.0	0.413	0.212	2.97	4.29	1.29
SRR15929743	0.323	0.00156	459.8	0.877	0.562	13.1	31.2	20047.0	459.0	0.300	0.123	3.44	4.97	1.49
SRR15929744	0.479	0.000573	197.2	0.745	0.462	5.49	11.4	19978.0	196.0	0.249	0.255	2.44	3.52	1.06
SRR15929745	0.119	0.00248	574.0	0.956	0.615	29.7	49.6	19957.0	570.0	0.412	0.0435	3.90	5.63	1.70
SRR15929746	0.264	0.000878	463.8	0.863	0.469	9.64	17.6	20083.0	456.0	0.562	0.137	2.87	4.14	1.25
SRR15929747	0.180	0.00252	846.1	0.927	0.582	20.9	50.5	20080.0	844.0	0.331	0.0728	3.92	5.66	1.70
SRR15929748	0.226	0.0023	663.8	0.929	0.592	21.9	46.3	20147.0	653.0	0.534	0.0711	3.84	5.53	1.67
SRR15929749	0.394	0.000624	294.6	0.809	0.444	7.02	12.4	19947.0	293.0	0.415	0.191	2.52	3.64	1.09
SRR15929750	0.247	0.00117	641.7	0.869	0.486	10.4	23.2	19810.0	640.0	0.332	0.131	3.14	4.53	1.36
SRR15929751	0.206	0.00268	1294.3	0.912	0.557	17.8	54.2	20184.0	1290.0	0.492	0.0881	3.99	5.76	1.73
SRR15929752	0.432	0.000753	559.3	0.788	0.432	6.75	15.1	20061.0	537.0	0.571	0.212	2.71	3.92	1.18
SRR15929753	0.192	0.00132	710.7	0.896	0.500	12.6	26.4	20058.0	699.0	0.441	0.104	3.27	4.72	1.42
SRR15929754	0.361	0.000568	703.5	0.798	0.372	6.04	11.4	20033.0	689.0	0.577	0.202	2.43	3.51	1.06
SRR15929755	0.343	0.00115	345.2	0.865	0.538	11.2	22.9	19886.0	339.0	0.424	0.135	3.13	4.52	1.36
SRR15929756	0.384	0.0012	884.0	0.830	0.469	8.99	24.0	20120.0	879.0	0.539	0.170	3.18	4.59	1.38
SRR15929757	0.299	0.00128	701.1	0.879	0.495	11.7	25.6	19980.0	698.0	0.411	0.121	3.24	4.68	1.41
SRR15929758	0.155	0.00201	731.4	0.941	0.562	22.3	40.5	20143.0	727.0	0.455	0.0586	3.70	5.34	1.61
SRR15929759	0.0813	0.00604	1195.8	0.978	0.679	64.3	121.6	20127.0	1176.0	0.556	0.0221	4.80	6.93	2.09
SRR15929760	0.317	0.000914	643.7	0.844	0.451	8.71	18.4	20112.0	635.0	0.579	0.156	2.91	4.20	1.26
SRR15929761	0.258	0.00149	522.3	0.902	0.543	14.8	29.9	20064.0	521.0	0.385	0.0979	3.40	4.90	1.48
SRR15929762	0.0636	0.008	1179.3	0.982	0.718	82.4	160.3	20038.0	1177.0	0.375	0.0177	5.08	7.32	2.20
SRR15929763	0.162	0.00433	1137.4	0.955	0.635	35.5	87.1	20132.0	1133.0	0.440	0.0452	4.47	6.44	1.94
SRR15929764	0.221	0.0016	526.9	0.919	0.552	17.4	31.8	19860.0	524.0	0.465	0.0805	3.46	4.99	1.50
SRR15929765	0.116	0.00365	1071.3	0.953	0.617	31.6	73.3	20079.0	1060.0	0.453	0.0466	4.29	6.20	1.87
SRR15929766	0.331	0.000371	213.1	0.783	0.375	5.33	7.43	20030.0	209.0	0.452	0.217	2.01	2.89	0.871
SRR15929767	0.197	0.00201	940.7	0.906	0.540	15.7	40.4	20117.0	940.0	0.321	0.0937	3.70	5.34	1.61
SRR15929768	0.698	0.000312	530.1	0.509	0.293	2.67	6.27	20087.0	528.0	0.524	0.491	1.84	2.65	0.797
SRR15929769	0.413	0.00138	632.5	0.821	0.520	9.43	27.7	20071.0	592.0	0.531	0.179	3.32	4.79	1.44
SRR15929770	0.165	0.00351	1306.3	0.944	0.594	27.9	70.6	20116.0	1292.0	0.558	0.0558	4.26	6.14	1.85
SRR15929771	0.132	0.00583	1361.7	0.968	0.661	50.2	117.6	20163.0	1358.0	0.469	0.0319	4.77	6.88	2.07
SRR15929772	0.162	0.00121	359.3	0.922	0.542	15.8	24.1	19966.0	356.0	0.459	0.0784	3.18	4.59	1.38
SRR15929773	0.133	0.00217	828.3	0.949	0.563	25.1	43.7	20132.0	818.0	0.586	0.0512	3.78	5.45	1.64
SRR15929774	0.113	0.00151	491.5	0.940	0.550	20.0	30.2	20071.0	490.0	0.436	0.0598	3.41	4.92	1.48
SRR15929775	0.427	0.000872	548.4	0.799	0.454	7.45	17.5	20088.0	547.0	0.440	0.201	2.86	4.13	1.24
SRR15929776	0.239	0.00115	479.6	0.904	0.516	13.8	23.1	20027.0	440.0	0.585	0.0957	3.14	4.53	1.36
SRR15929777	0.298	0.00193	808.6	0.894	0.547	15.2	38.8	20049.0	797.0	0.482	0.106	3.66	5.28	1.59
SRR15929778	0.316	0.000489	313.5	0.810	0.398	6.33	9.81	20057.0	308.0	0.528	0.190	2.28	3.29	0.991
SRR15929779	0.174	0.00203	806.8	0.932	0.554	20.2	40.8	20111.0	806.0	0.353	0.0678	3.71	5.35	1.61
SRR15929780	0.156	0.00143	450.8	0.922	0.550	16.7	28.7	20029.0	449.0	0.422	0.0779	3.36	4.84	1.46
SRR15929781	0.344	0.00113	878.3	0.842	0.461	9.03	22.7	20037.0	868.0	0.528	0.158	3.12	4.50	1.36
SRR15929782	0.252	0.00113	498.8	0.893	0.504	12.6	22.7	20100.0	493.0	0.512	0.107	3.12	4.51	1.36
SRR15929783	0.294	0.001	701.0	0.830	0.459	8.03	20.1	20009.0	690.0	0.421	0.170	3.00	4.33	1.30
SRR15929784	0.267	0.000798	565.0	0.847	0.438	8.17	16.0	20040.0	564.0	0.336	0.153	2.77	4.00	1.20
SRR15929785	0.135	0.00209	556.1	0.951	0.592	26.0	41.9	20068.0	549.0	0.533	0.0494	3.74	5.39	1.62
SRR15929786	0.0861	0.00489	1236.9	0.969	0.644	45.9	98.2	20063.0	1233.0	0.471	0.0314	4.59	6.62	1.99
SRR15929787	0.193	0.00138	778.5	0.911	0.501	14.7	27.7	20111.0	751.0	0.601	0.0891	3.32	4.79	1.44
SRR15929788	0.367	0.000559	271.4	0.816	0.433	6.92	11.2	20025.0	264.0	0.494	0.184	2.41	3.48	1.05
SRR15929789	0.224	0.000774	542.4	0.860	0.434	8.71	15.3	19760.0	536.0	0.467	0.140	2.73	3.93	1.18
SRR15929790	0.229	0.000815	567.1	0.876	0.443	9.90	16.3	20027.0	544.0	0.637	0.124	2.79	4.03	1.21
SRR15929791	0.220	0.000797	317.7	0.870	0.481	9.58	15.9	19978.0	317.0	0.277	0.130	2.77	3.99	1.20
SRR15929792	0.488	0.000537	538.2	0.734	0.380	5.09	10.7	20023.0	521.0	0.550	0.266	2.37	3.43	1.03
SRR15929794	0.311	0.00128	429.2	0.884	0.538	12.9	25.6	20040.0	411.0	0.527	0.116	3.24	4.68	1.41
SRR15929795	0.298	0.000818	483.7	0.850	0.456	8.84	16.4	20030.0	462.0	0.611	0.150	2.80	4.03	1.21
SRR15929796	0.311	0.0012	581.4	0.876	0.500	11.6	24.0	20062.0	577.0	0.479	0.124	3.18	4.59	1.38
SRR15929797	0.202	0.00282	776.9	0.919	0.604	20.2	55.7	19731.0	774.0	0.297	0.0805	4.02	5.80	1.75
SRR15929798	0.262	0.00143	572.7	0.903	0.531	14.7	28.6	20027.0	552.0	0.559	0.0973	3.35	4.84	1.46
SRR15929799	0.619	0.000214	279.4	0.579	0.259	2.81	4.29	20038.0	275.0	0.518	0.421	1.46	2.10	0.632
SRR15929800	0.201	0.00191	648.2	0.927	0.565	19.6	38.1	20005.0	626.0	0.563	0.073	3.64	5.25	1.58
SRR15929801	0.110	0.00236	637.2	0.950	0.595	26.1	46.6	19760.0	634.0	0.398	0.0503	3.84	5.54	1.67
SRR15929803	0.182	0.00104	265.6	0.914	0.543	14.1	20.6	19943.0	263.0	0.379	0.0864	3.03	4.37	1.31
SRR15929804	0.333	0.000695	369.2	0.842	0.446	8.19	13.9	19985.0	367.0	0.443	0.158	2.63	3.80	1.14
SRR15929805	0.292	0.000972	713.9	0.869	0.455	10.1	19.5	20040.0	684.0	0.620	0.131	2.97	4.28	1.29
SRR15929806	0.354	0.000605	285.6	0.806	0.441	6.68	12.1	19925.0	282.0	0.382	0.194	2.49	3.59	1.08
SRR15929807	0.251	0.00153	450.1	0.914	0.561	16.7	30.6	20036.0	445.0	0.424	0.0863	3.42	4.93	1.49
SRR15929808	0.374	0.00102	472.8	0.840	0.491	9.37	20.5	19976.0	469.0	0.451	0.160	3.02	4.35	1.31
SRR15929809	0.200	0.00163	531.1	0.910	0.555	16.1	32.5	19969.0	527.0	0.453	0.0899	3.48	5.02	1.51
SRR15929810	0.327	0.000713	567.3	0.812	0.420	6.97	14.3	20060.0	566.0	0.409	0.188	2.66	3.84	1.16
SRR15929811	0.383	0.00101	636.5	0.837	0.468	9.30	20.4	20126.0	628.0	0.604	0.163	3.01	4.35	1.31
SRR15929812	0.126	0.00267	541.8	0.952	0.631	28.9	52.8	19795.0	539.0	0.357	0.0478	3.97	5.72	1.72
SRR15929813	0.137	0.00533	1060.7	0.961	0.671	42.9	106.6	20025.0	1049.0	0.433	0.0391	4.67	6.74	2.03
SRR15929814	0.157	0.00228	575.7	0.947	0.600	25.5	45.2	19814.0	572.0	0.403	0.0533	3.81	5.50	1.66
SRR15929815	0.398	0.000414	367.1	0.763	0.362	5.06	8.29	20028.0	347.0	0.583	0.237	2.12	3.05	0.919
SRR15929816	0.232	0.000761	619.0	0.845	0.425	7.86	15.2	20003.0	605.0	0.498	0.155	2.72	3.93	1.18
SRR15929817	0.176	0.00248	947.3	0.930	0.571	21.2	50.0	20129.0	945.0	0.390	0.0695	3.91	5.64	1.70
SRR15929818	0.331	0.00132	642.6	0.872	0.507	11.9	26.4	20055.0	641.0	0.428	0.128	3.27	4.72	1.42
SRR15929819	0.132	0.00207	653.6	0.946	0.575	24.0	41.5	20098.0	652.0	0.421	0.0536	3.73	5.38	1.62
SRR15929820	0.187	0.00123	549.5	0.910	0.509	14.2	24.8	20083.0	548.0	0.426	0.0897	3.21	4.63	1.39
SRR15929821	0.190	0.00133	356.1	0.913	0.564	15.4	26.6	19961.0	335.0	0.503	0.0872	3.28	4.73	1.43
SRR15929824	0.149	0.00253	422.7	0.956	0.648	31.1	50.2	19851.0	420.0	0.361	0.0438	3.92	5.65	1.70
SRR15929825	0.135	0.00411	1278.4	0.953	0.616	31.8	81.7	19898.0	1276.0	0.398	0.0474	4.40	6.35	1.91
SRR15929826	0.206	0.00133	625.0	0.914	0.510	14.9	26.7	20096.0	623.0	0.452	0.0861	3.28	4.74	1.43
SRR15929827	0.145	0.0022	498.1	0.952	0.610	27.2	44.2	20065.0	495.0	0.389	0.0483	3.79	5.46	1.65
SRR15929829	0.177	0.00234	596.2	0.941	0.603	24.3	46.9	20058.0	591.0	0.424	0.0592	3.85	5.55	1.67
SRR15929830	0.188	0.00247	782.8	0.942	0.588	25.1	49.7	20155.0	772.0	0.565	0.0581	3.91	5.64	1.70
SRR15929831	0.453	0.000325	359.4	0.691	0.320	3.87	6.52	20030.0	348.0	0.533	0.309	1.87	2.70	0.814
SRR15929832	0.197	0.00182	929.3	0.906	0.527	14.9	36.6	20064.0	927.0	0.364	0.0942	3.60	5.19	1.56
SRR15929833	0.0656	0.00335	601.5	0.971	0.661	43.7	67.2	20055.0	583.0	0.500	0.0288	4.21	6.07	1.83
SRR15929834	0.281	0.000944	379.0	0.885	0.495	11.4	18.7	19840.0	374.0	0.525	0.115	2.93	4.23	1.27
SRR15929835	0.344	0.00107	562.8	0.853	0.485	9.96	21.4	20070.0	550.0	0.579	0.147	3.06	4.42	1.33
SRR15929836	0.122	0.00386	747.9	0.969	0.659	45.4	77.8	20177.0	741.0	0.489	0.0309	4.35	6.28	1.89
SRR15929837	0.169	0.00168	407.1	0.934	0.588	20.1	33.6	20029.0	397.0	0.417	0.0665	3.52	5.07	1.53
SRR15929838	0.114	0.00202	740.7	0.946	0.561	23.5	40.6	20085.0	737.0	0.474	0.0541	3.70	5.34	1.61
SRR15929839	0.270	0.00136	958.8	0.847	0.482	9.15	27.4	20099.0	958.0	0.306	0.153	3.31	4.78	1.44
SRR15929840	0.298	0.000467	354.8	0.820	0.381	6.39	9.36	20043.0	352.0	0.482	0.180	2.24	3.23	0.971
SRR15929841	0.121	0.00412	1226.4	0.960	0.622	37.0	82.8	20073.0	1209.0	0.550	0.0402	4.42	6.37	1.92
SRR15929842	0.283	0.00122	689.9	0.876	0.490	11.3	24.4	20032.0	677.0	0.555	0.124	3.19	4.61	1.39
SRR15929843	0.130	0.00203	782.3	0.943	0.558	22.5	40.8	20040.0	769.0	0.530	0.0567	3.71	5.35	1.61
SRR15929844	0.0852	0.00343	738.5	0.968	0.644	40.9	68.9	20099.0	713.0	0.550	0.0325	4.23	6.11	1.84
SRR15929845	0.0659	0.00478	952.7	0.977	0.667	56.8	96.7	20232.0	946.0	0.521	0.0232	4.57	6.60	1.99
SRR15929846	0.116	0.00224	589.9	0.951	0.597	26.2	44.9	20058.0	587.0	0.442	0.0493	3.80	5.49	1.65
SRR15929847	0.139	0.00202	766.9	0.934	0.559	20.6	40.7	20194.0	760.0	0.534	0.0662	3.71	5.35	1.61
SRR15929848	0.327	0.000672	732.3	0.794	0.396	6.36	13.5	20043.0	712.0	0.644	0.206	2.60	3.75	1.13
SRR15929849	0.117	0.00186	463.5	0.946	0.592	23.6	37.3	20014.0	451.0	0.520	0.0538	3.62	5.22	1.57
SRR15929850	0.210	0.00271	888.2	0.935	0.591	24.3	54.4	20070.0	866.0	0.584	0.0646	4.00	5.77	1.74
SRR15929851	0.209	0.00267	785.5	0.939	0.601	25.7	53.6	20075.0	749.0	0.604	0.0609	3.98	5.74	1.73
SRR15929852	0.0734	0.0043	733.8	0.976	0.676	53.6	86.1	20041.0	732.0	0.415	0.0241	4.46	6.43	1.94
SRR15929853	0.222	0.00133	699.2	0.909	0.506	14.8	26.7	20023.0	665.0	0.634	0.0906	3.29	4.74	1.43
SRR15929854	0.0897	0.00298	565.9	0.964	0.646	36.4	59.8	20068.0	562.0	0.425	0.0363	4.09	5.90	1.78
SRR15929855	0.647	0.000236	227.7	0.562	0.288	2.84	4.73	20020.0	218.0	0.543	0.438	1.55	2.24	0.674
SRR15929856	0.144	0.00198	417.1	0.941	0.610	23.2	39.5	19918.0	415.0	0.387	0.0587	3.68	5.30	1.60
SRR15929857	0.198	0.00212	631.8	0.931	0.580	20.8	42.0	19799.0	629.0	0.408	0.0691	3.74	5.39	1.62
SRR15929858	0.436	0.000737	577.6	0.789	0.425	6.81	14.8	20068.0	569.0	0.581	0.211	2.69	3.89	1.17
SRR15929859	0.409	0.000544	610.0	0.769	0.374	5.61	11.0	20159.0	604.0	0.603	0.231	2.40	3.46	1.04
SRR15929860	0.261	0.000799	742.6	0.863	0.422	8.96	16.1	20080.0	717.0	0.628	0.137	2.78	4.00	1.21
SRR15929861	0.124	0.00359	744.5	0.965	0.648	40.1	72.1	20092.0	741.0	0.400	0.0352	4.28	6.17	1.86
SRR15929862	0.336	0.00128	745.1	0.852	0.491	10.1	25.5	19901.0	738.0	0.516	0.148	3.24	4.67	1.41
SRR15929863	0.107	0.00333	805.3	0.965	0.628	37.9	66.8	20082.0	802.0	0.410	0.0355	4.20	6.06	1.82
SRR15929864	0.358	0.000354	477.0	0.766	0.322	4.86	7.10	20082.0	439.0	0.693	0.234	1.96	2.83	0.851
SRR15929865	0.289	0.000909	680.5	0.854	0.446	9.10	18.3	20103.0	672.0	0.602	0.146	2.91	4.19	1.26
SRR15929866	0.102	0.0044	1053.8	0.971	0.644	47.3	88.5	20142.0	1051.0	0.432	0.029	4.48	6.47	1.95
SRR15929867	0.147	0.00287	1095.9	0.946	0.581	26.6	58.0	20185.0	1089.0	0.558	0.0541	4.06	5.86	1.76
SRR15929868	0.180	0.00148	747.9	0.923	0.515	16.7	29.8	20114.0	729.0	0.615	0.0773	3.39	4.90	1.47
SRR15929869	0.653	0.000371	588.9	0.566	0.315	3.09	7.45	20071.0	583.0	0.560	0.434	2.01	2.90	0.872
SRR15929870	0.149	0.00286	611.1	0.956	0.632	31.9	57.3	20045.0	606.0	0.442	0.0442	4.05	5.84	1.76
SRR15929871	0.438	0.000832	465.5	0.789	0.457	7.00	16.5	19792.0	462.0	0.410	0.211	2.80	4.04	1.22
SRR15929872	0.569	0.000456	362.1	0.664	0.376	4.12	9.09	19940.0	354.0	0.487	0.336	2.21	3.18	0.959
SRR15929873	0.303	0.00119	512.4	0.882	0.509	12.3	23.8	20059.0	508.0	0.472	0.118	3.17	4.58	1.38
SRR15929875	0.226	0.00121	708.1	0.899	0.488	12.9	24.5	20146.0	701.0	0.568	0.101	3.20	4.61	1.39
SRR15929876	0.157	0.00487	878.6	0.955	0.675	37.8	96.7	19858.0	876.0	0.278	0.0452	4.57	6.60	1.99
SRR15929877	0.283	0.000676	384.4	0.851	0.438	8.34	13.5	20037.0	382.0	0.428	0.149	2.61	3.76	1.13
SRR15929878	0.443	0.000529	551.5	0.756	0.376	5.39	10.7	20123.0	543.0	0.597	0.244	2.37	3.41	1.03
SRR15929879	0.452	0.000461	171.8	0.763	0.432	5.51	9.20	19960.0	170.0	0.322	0.237	2.22	3.20	0.964
SRR15929880	0.453	0.000467	293.9	0.749	0.394	5.14	9.35	20027.0	290.0	0.433	0.251	2.24	3.23	0.971
SRR15929881	0.522	0.000346	317.5	0.689	0.338	4.05	6.95	20052.0	308.0	0.592	0.311	1.94	2.80	0.842
