Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
SRR15929961	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182054	-1.58E-05
SRR15929962	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000158461	-2.94E-05
SRR15929963	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192722	-1.30E-05
SRR15929964	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174743	-4.26E-05
SRR15929965	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000178358	-2.07E-05
SRR15929966	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000149531	-3.94E-05
SRR15929967	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155443	-3.79E-05
SRR15929968	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173053	-3.24E-05
SRR15929969	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166002	-4.15E-05
SRR15929970	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000143089	-4.66E-05
SRR15929971	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181013	-5.20E-05
SRR15929972	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161335	-2.60E-05
SRR15929973	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167578	-4.46E-05
SRR15929974	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156603	-1.80E-05
SRR15929975	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181099	-2.92E-05
SRR15929978	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181151	-2.21E-05
SRR15929979	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000154875	-2.46E-05
SRR15929980	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161724	-1.03E-05
SRR15929981	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184412	-3.39E-05
SRR15929982	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161965	-3.92E-05
SRR15929983	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151074	-1.70E-05
SRR15929984	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165931	-3.72E-05
SRR15929986	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182256	-1.50E-05
SRR15929987	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173652	-3.46E-05
SRR15929988	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188426	-2.65E-05
SRR15929989	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175722	-1.96E-05
SRR15929990	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159429	-2.79E-05
SRR15929991	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164615	-3.78E-05
SRR15929992	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176391	-5.17E-05
SRR15929993	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187716	-4.99E-05
SRR15929994	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153148	-1.05E-05
SRR15929995	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156494	-4.33E-05
SRR15929996	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000202782	-3.77E-05
SRR15929997	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148602	-1.87E-05
SRR15929998	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163068	-3.04E-05
SRR15929999	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.0001747	-4.18E-05
SRR15930000	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174372	-5.69E-05
SRR15930001	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176837	-3.24E-05
SRR15930002	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152491	-4.23E-05
SRR15930003	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192273	-2.74E-05
SRR15930004	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168281	-3.95E-05
SRR15930005	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000147855	-4.09E-05
SRR15930006	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152921	-3.71E-05
SRR15930007	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181544	-5.36E-05
SRR15930008	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017839	-5.60E-05
SRR15930009	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161443	-2.20E-05
SRR15930010	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167599	-2.57E-05
SRR15930012	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169891	-2.51E-05
SRR15930013	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190475	-3.68E-05
SRR15930014	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186532	-1.19E-05
SRR15930015	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000145128	-1.72E-05
SRR15930016	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162388	-4.17E-05
SRR15930017	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171678	-4.44E-05
SRR15930018	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162661	-4.34E-05
SRR15930019	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169049	-5.49E-05
SRR15930021	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148579	-3.61E-05
SRR15930022	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168735	-4.07E-05
SRR15930023	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166675	-1.87E-05
SRR15930024	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000142467	-1.96E-05
SRR15930026	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160474	-2.90E-05
SRR15930027	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000140377	-2.95E-05
SRR15930028	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000195042	-3.59E-05
SRR15930029	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173752	-2.04E-05
SRR15930030	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00014941	-2.85E-05
SRR15930031	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163471	-2.81E-05
SRR15930032	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180238	-3.53E-05
SRR15930033	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00014884	-3.00E-05
SRR15930034	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016963	-4.07E-05
SRR15930035	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171737	-3.41E-05
SRR15930036	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168427	-3.63E-05
SRR15930037	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184646	-2.91E-05
SRR15930038	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015628	-8.66E-06
SRR15930039	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152561	-4.51E-05
SRR15930040	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000178667	-4.43E-05
SRR15930041	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018764	-3.81E-05
SRR15930042	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168869	-3.50E-05
SRR15930043	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000147043	-2.22E-05
SRR15930044	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000149003	-3.57E-05
SRR15930046	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000158174	-2.98E-05
SRR15930047	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150437	-2.31E-05
SRR15930048	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148978	-2.37E-05
SRR15930049	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187533	-4.67E-05
SRR15930050	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168515	-3.67E-05
SRR15930051	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167362	-1.23E-05
SRR15930052	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165412	-1.83E-05
SRR15930053	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175172	-3.82E-05
SRR15930054	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160405	-3.24E-05
SRR15930055	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.0001871	-4.64E-05
SRR15930056	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185821	-2.77E-05
SRR15930057	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016417	-2.92E-05
SRR15930058	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160991	-3.02E-05
SRR15930059	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168186	-3.14E-05
SRR15930060	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181395	-1.87E-05
SRR15930062	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000145603	-2.60E-05
SRR15930063	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156116	-2.17E-05
SRR15930064	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156099	-1.85E-05
SRR15930065	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166465	-3.34E-05
SRR15930066	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163565	-2.43E-05
SRR15930067	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164742	-3.45E-05
SRR15930068	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.0001782	-1.69E-05
SRR15930069	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187556	-2.88E-05
SRR15930070	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150207	-2.81E-06
SRR15930071	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150409	-2.60E-05
SRR15930072	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156324	-2.60E-05
SRR15930073	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172406	-3.00E-05
SRR15930074	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150656	-2.69E-05
SRR15930075	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015861	-1.82E-05
SRR15930076	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172666	-2.24E-05
SRR15930077	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190009	-3.18E-05
SRR15930078	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185336	-4.37E-05
SRR15930079	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172036	-3.65E-05
SRR15930080	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179749	-4.37E-05
SRR15930081	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176704	-4.98E-05
SRR15930082	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016378	-3.67E-05
SRR15930083	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177547	-3.38E-05
SRR15930084	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174697	-5.74E-05
SRR15930085	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183665	-2.95E-05
SRR15930086	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161443	-3.64E-05
SRR15930087	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000143382	-3.44E-05
SRR15930089	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00013006	-1.65E-05
SRR15930090	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170845	-1.75E-05
SRR15930091	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165689	-2.59E-05
SRR15930092	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000145285	-3.36E-05
SRR15930093	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169003	-2.92E-05
SRR15930094	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172158	-2.85E-05
SRR15930095	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000191834	-3.96E-05
SRR15930096	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179096	-5.11E-05
SRR15930098	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179271	-1.02E-06
SRR15930099	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015574	-1.79E-05
SRR15930100	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000196911	-4.70E-05
SRR15930101	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148966	-1.11E-05
SRR15930102	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186055	-3.18E-05
SRR15930103	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169671	-2.11E-05
SRR15930104	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179661	-4.34E-05
SRR15930105	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000198267	-2.75E-05
SRR15930106	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153268	-3.16E-05
SRR15930107	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148145	-3.05E-05
SRR15930108	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180078	-2.21E-05
SRR15930109	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192765	-3.96E-05
SRR15930111	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180078	-9.53E-06
SRR15930112	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000198012	-3.29E-05
SRR15930113	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170598	-2.88E-05
SRR15930114	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159022	-4.76E-05
SRR15930115	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175012	-2.96E-05
SRR15930116	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155727	-3.76E-05
SRR15930117	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015553	-1.29E-05
SRR15930118	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161132	-2.17E-05
SRR15930120	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172045	-3.24E-05
SRR15930121	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192993	-1.81E-05
SRR15930122	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169734	-2.39E-05
SRR15930123	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016583	-3.78E-05
SRR15930124	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186656	-3.44E-05
SRR15930125	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181487	-4.75E-05
SRR15930126	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174081	-4.18E-05
SRR15930127	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186019	-3.11E-05
SRR15930129	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000147554	-3.66E-05
SRR15930130	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174091	-3.78E-05
SRR15930131	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017876	-4.12E-05
SRR15930132	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000141657	-2.96E-05
SRR15930133	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160803	-3.55E-05
SRR15930134	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180451	-5.26E-05
SRR15930135	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150565	-7.58E-06
SRR15930136	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163775	-3.14E-05
SRR15930137	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155291	-5.15E-05
SRR15930138	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015469	-3.79E-05
SRR15930139	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169899	-3.56E-05
SRR15930141	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184255	-3.00E-05
SRR15930142	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170345	-1.56E-05
SRR15930143	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164427	-4.36E-05
SRR15930144	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173473	-3.36E-05
SRR15930145	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000146903	-2.82E-05
SRR15930146	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188544	-4.56E-05
SRR15930147	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192648	-5.37E-05
SRR15930148	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017889	-4.53E-05
SRR15930149	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160579	-5.11E-05
SRR15930150	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000189586	-4.18E-05
SRR15930152	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180666	-3.97E-05
SRR15930153	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176154	-5.78E-05
SRR15930154	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150998	-2.12E-05
SRR15930156	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017101	-2.71E-05
SRR15930157	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00019992	-3.69E-05
SRR15930158	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180225	-8.65E-06
SRR15930159	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182397	-3.04E-05
SRR15930160	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017564	-5.45E-05
SRR15930161	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015784	-4.13E-05
SRR15930162	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180616	-2.17E-05
SRR15930163	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018991	-3.24E-05
SRR15930164	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177045	-2.95E-05
SRR15930165	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166042	-2.86E-05
SRR15930166	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174142	-5.12E-05
SRR15930167	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016689	-3.51E-05
SRR15930168	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183347	-5.73E-05
SRR15930169	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153599	-3.98E-05
SRR15930170	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150248	-3.68E-05
SRR15930171	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152252	-3.30E-05
SRR15930172	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168105	-2.05E-05
SRR15930173	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163389	-2.95E-05
SRR15930174	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166853	-1.78E-05
SRR15930175	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173799	-3.79E-05
SRR15930176	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162859	-1.10E-05
SRR15930177	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183397	-2.39E-05
SRR15930178	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190238	-4.19E-05
SRR15930179	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177511	-5.52E-05
SRR15930180	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185102	-4.32E-05
SRR15930181	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018149	-3.37E-05
SRR15930182	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182774	-3.33E-05
SRR15930183	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000143626	-3.11E-05
SRR15930184	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00014209	-2.47E-05
SRR15930185	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153298	-3.08E-05
SRR15930186	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153103	-4.85E-05
SRR15930187	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016774	-2.92E-05
SRR15930188	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190556	-4.39E-05
SRR15930189	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017469	-2.54E-05
SRR15930190	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017209	-5.05E-05
SRR15930191	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017292	-2.88E-05
SRR15930192	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000189608	-1.52E-05
SRR15930193	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171029	-1.35E-05
SRR15930194	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151647	-3.95E-05
SRR15930195	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164082	-1.50E-05
SRR15930196	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183706	-5.35E-05
SRR15930197	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187833	-1.53E-05
SRR15930198	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018824	-3.10E-05
SRR15930199	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180722	-1.29E-05
SRR15930200	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192525	-2.01E-05
SRR15930201	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163776	-9.75E-06
SRR15930203	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185567	-3.16E-05
SRR15930204	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151772	-2.45E-05
SRR15930205	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00014978	-9.41E-06
SRR15930206	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179112	-3.07E-05
SRR15930207	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172884	-1.94E-05
SRR15930208	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000201987	-1.45E-05
SRR15930209	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179659	-2.07E-05
SRR15930210	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179938	-1.92E-05
SRR15930211	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173267	-3.31E-05
SRR15930212	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188059	-3.12E-05
SRR15930213	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188883	-2.99E-05
SRR15930214	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185678	-3.73E-05
SRR15930215	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168542	-4.43E-05
SRR15930216	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182811	-3.89E-05
SRR15930217	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159474	-2.49E-05
SRR15930218	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152095	-3.28E-05
SRR15930219	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190111	-3.07E-05
SRR15930220	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166081	-5.02E-05
SRR15930221	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175286	-4.09E-05
SRR15930222	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175812	-9.28E-06
SRR15930223	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156404	-4.19E-05
